City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
386,porto novo,40,BR,1525824000,77,-23.68,-45.44,66.2,6.93
387,kainan,75,JP,1525822200,82,34.15,135.21,60.8,6.93
388,manama,0,AE,1525824000,73,25.33,56.02,86.0,4.7
389,pavlodar,90,KZ,1525824000,100,52.28,76.96,37.4,4.47
390,port hedland,0,AU,1525824000,78,-20.31,118.58,77.0,4.7
391,jieshi,92,CN,1525825776,100,22.82,115.83,75.08,21.5
392,san ramon,75,NI,1525820400,64,12.92,-85.84,75.2,1.92
393,sept-iles,20,CA,1525820400,27,50.2,-66.38,51.8,13.87
394,santiago del estero,80,AR,1525825777,98,-27.8,-64.26,69.59,5.17
395,quelimane,0,MZ,1525824000,78,-17.88,36.89,73.4,3.15
396,gorontalo,36,ID,1525825777,92,0.54,123.06,76.79,1.7
397,troitskoye,92,RU,1525825778,98,52.98,84.68,42.59,2.59
398,cherskiy,48,RU,1525825778,93,68.75,161.3,25.58,4.72
399,marawi,12,PH,1525825778,90,8.0,124.29,74.81,1.81
400,sabara,44,BR,1525825778,86,-24.25,-48.48,64.19,9.75
401,waycross,1,US,1525823880,32,31.21,-82.35,80.6,2.93
402,skibotn,0,NO,1525823400,56,69.39,20.27,41.0,2.24
403,butembo,68,CD,1525825779,99,0.12,29.29,62.12,1.48
404,galveston,1,US,1525823760,33,40.58,-86.19,77.0,6.93
405,strelka,80,RU,1525825780,72,58.08,93.03,28.73,6.96
406,opuwo,0,NA,1525825780,58,-18.06,13.84,51.32,1.03
407,iralaya,20,HN,1525824000,69,15.0,-83.23,82.4,5.82
408,khorixas,0,NA,1525825781,54,-20.37,14.96,55.28,2.26
409,faro,0,PT,1525824000,82,37.02,-7.94,60.8,6.93
410,roald,0,NO,1525823400,42,62.58,6.12,62.6,6.93
411,presidencia roque saenz pena,48,AR,1525825782,75,-26.79,-60.44,77.51,11.88
412,constitucion,75,MX,1525822980,9,23.99,-104.67,82.4,6.93
413,umm lajj,0,SA,1525825782,94,25.02,37.27,69.77,0.92
414,namatanai,8,PG,1525825783,96,-3.66,152.44,84.71,7.74
415,nedjo,12,ET,1525825783,91,9.5,35.5,59.51,2.48
416,lagos,20,NG,1525824000,94,6.46,3.39,75.2,2.24
417,banyo,32,CM,1525825783,91,6.75,11.81,63.92,3.04
418,flin flon,75,CA,1525820400,37,54.77,-101.88,53.6,8.05
419,zabid,0,YE,1525825784,68,14.2,44.5,42.86,1.7
420,sambava,92,MG,1525825784,100,-14.27,50.17,76.7,11.32
421,port blair,48,IN,1525825785,100,11.67,92.75,84.17,0.47
422,shaoxing,20,CN,1525822200,72,30.0,120.58,64.4,4.47
423,sirjan,0,IR,1525825785,52,29.44,55.67,54.38,2.93
424,awjilah,36,LY,1525825786,26,29.14,21.3,77.15,11.99
425,placido de castro,20,BR,1525825786,92,-10.34,-67.19,76.7,2.26
426,russell,75,AR,1525824000,77,-33.01,-68.8,60.8,4.7
427,pochutla,75,MX,1525822800,100,15.74,-96.47,86.0,3.6
428,sao joao da barra,75,BR,1525820400,88,-21.64,-41.05,73.4,3.36
429,rio claro,0,BR,1525820400,60,-22.41,-47.56,71.6,8.05
430,turayf,0,SA,1525824000,67,31.68,38.65,59.0,4.7
431,sechura,76,PE,1525825788,76,-5.56,-80.82,74.99,9.08
432,solano,44,PH,1525825789,96,16.52,121.18,72.56,1.7
433,xuddur,0,SO,1525825789,92,4.12,43.89,71.21,9.64
434,calabozo,56,VE,1525825789,86,8.92,-67.43,77.96,2.93
435,saldanha,8,PT,1525825790,92,41.42,-6.55,55.91,3.6
436,ternate,40,PH,1525820400,74,14.29,120.72,86.0,9.17
437,wailuku,90,US,1525824540,94,20.89,-156.51,71.6,17.22
438,florianopolis,40,BR,1525824000,94,-27.6,-48.55,68.0,3.36
439,faranah,0,GN,1525825791,66,10.04,-10.74,77.96,11.43
440,sainte-thecle,8,CA,1525825791,62,46.82,-72.5,58.52,3.04
441,locri,40,IT,1525823700,82,38.24,16.26,62.6,5.82
442,formosa do rio preto,36,BR,1525825792,44,-11.04,-45.19,77.69,7.07
443,amalapuram,92,IN,1525825792,92,16.58,82.0,82.64,6.4
444,casambalangan,56,PH,1525825792,98,18.38,122.13,83.9,8.52
445,saint george,20,GR,1525823400,93,39.45,22.34,57.2,5.82
446,caravelas,92,BR,1525825793,100,-17.73,-39.27,77.42,11.21
447,guerrero negro,0,MX,1525825794,44,27.97,-114.04,73.46,10.98
448,flinders,0,AU,1525820400,59,-34.58,150.85,62.6,8.05
449,yerbogachen,80,RU,1525825794,90,61.28,108.01,40.34,6.4
450,fort saint james,8,CA,1525825795,45,54.43,-124.25,63.47,5.28
451,miles city,1,US,1525823580,49,46.41,-105.84,73.4,4.7
452,biak,56,ID,1525825795,92,-0.91,122.88,80.84,4.05
453,doha,0,QA,1525824000,33,25.29,51.53,89.6,4.7
454,kinsale,20,IE,1525824000,100,51.71,-8.52,42.8,8.05
455,shirokovskiy,92,RU,1525825796,97,58.84,57.78,42.41,12.88
456,bartica,75,GY,1525824000,94,6.41,-58.62,75.2,6.93
457,port macquarie,88,AU,1525824000,64,-31.43,152.91,68.0,5.82
458,vila franca do campo,20,PT,1525824000,82,37.72,-25.43,59.0,6.93
459,canico,40,PT,1525824000,63,32.63,-16.85,62.6,10.29
460,mon,100,IN,1525825797,100,26.73,95.03,68.42,3.38
461,hirara,75,JP,1525820400,78,24.8,125.28,75.2,8.05
462,tiarei,75,PF,1525824000,74,-17.53,-149.33,82.4,10.29
463,nabire,76,ID,1525825798,91,-3.36,135.5,73.91,2.48
464,palafrugell,20,ES,1525824000,100,41.92,3.16,55.4,1.12
465,snyder,1,US,1525824900,14,32.72,-100.92,91.4,18.34
466,antofagasta,75,CL,1525824000,77,-23.65,-70.4,59.0,5.82
467,bandarbeyla,0,SO,1525825642,100,9.49,50.81,84.62,15.23
468,provideniya,80,RU,1525825800,92,64.42,-173.23,32.96,19.71
469,barcelos,0,PT,1525824000,93,41.53,-8.62,57.2,2.24
470,aasiaat,8,GL,1525825800,100,68.71,-52.87,20.09,4.61
471,angoche,8,MZ,1525825800,100,-16.23,39.91,78.59,13.11
472,severodvinsk,75,RU,1525824000,80,64.56,39.82,33.8,6.71
473,sorong,56,ID,1525825801,100,-0.86,131.25,80.3,2.71
474,ahipara,0,NZ,1525825802,79,-35.17,173.16,64.82,4.5
475,petrolina,0,BR,1525824000,65,-9.38,-40.5,77.0,4.7
476,wewak,12,PG,1525825804,80,-3.55,143.63,83.72,2.59
477,yerofey pavlovich,76,RU,1525825804,54,53.97,121.97,53.84,7.63
478,poltavka,20,RU,1525825805,76,54.36,71.76,27.65,2.71
479,karratha,8,AU,1525825806,61,-20.74,116.85,70.58,2.82
480,ballina,88,IE,1525825806,88,54.11,-9.15,48.26,10.76
481,acari,92,BR,1525825828,71,-6.44,-36.64,75.62,10.87
482,port hardy,90,CA,1525824240,82,50.7,-127.42,55.4,6.93
483,tongren,92,CN,1525825809,78,27.72,109.18,64.37,9.42
484,porangatu,0,BR,1525825809,62,-13.44,-49.14,72.02,3.71
485,tete,0,MZ,1525825809,76,-16.16,33.59,68.24,5.61
486,kavaratti,20,IN,1525825810,100,10.57,72.64,85.79,7.52
487,saint-ambroise,90,FR,1525824000,87,47.25,-0.65,55.4,6.93
488,ambajogai,0,IN,1525825810,38,18.73,76.39,73.46,11.21
489,san jose,8,PH,1525825811,90,15.79,120.99,79.22,2.48
490,priladozhskiy,0,RU,1525822200,39,59.85,31.48,50.0,6.71
491,savelugu,20,GH,1525825812,54,9.63,-0.83,87.77,9.98
492,gat,0,SN,1525824000,56,14.69,-16.54,73.4,6.93
493,high prairie,36,CA,1525825813,37,55.43,-116.48,65.99,9.53
494,jilikul,0,TJ,1525825813,76,37.49,68.53,53.75,3.6
495,pamulang,20,ID,1525824000,83,-6.34,106.74,80.6,4.7
496,wajir,8,KE,1525825814,87,1.75,40.07,74.99,8.19
497,burnie,76,AU,1525825814,100,-41.05,145.91,58.7,24.63
498,kyrksaeterora,0,NO,1525823400,45,63.29,9.09,62.6,13.87
499,tahe,0,CN,1525825815,46,52.34,124.71,56.72,9.98
500,san rafael,92,AR,1525825816,100,-34.61,-68.33,53.39,2.15
501,atagay,36,RU,1525825816,60,55.1,99.39,43.49,3.27
502,itarema,12,BR,1525825816,95,-2.92,-39.92,75.98,4.72
503,douglas,1,US,1525823760,5,31.34,-109.55,95.0,16.11
504,nha trang,0,VN,1525825817,96,12.24,109.19,80.48,6.4
505,dali,12,CN,1525825818,100,25.6,100.24,52.76,1.92
506,lastoursville,44,GA,1525825818,99,-0.81,12.73,72.11,1.7
507,riyadh,90,SA,1525820400,12,24.63,46.72,87.8,18.34
508,kloulklubed,75,PW,1525823520,74,7.04,134.26,87.8,5.82
509,galle,1,US,1525823760,33,29.74,-97.91,87.8,14.99
510,paducah,1,US,1525824900,41,37.08,-88.6,78.8,3.15
511,amahai,80,ID,1525825819,100,-3.31,129.0,79.85,4.5
512,bud,0,NO,1525823400,57,62.91,6.91,62.6,9.17
513,moshenskoye,0,RU,1525825820,60,58.52,34.59,42.41,6.4
514,osakarovka,0,KZ,1525825820,88,50.56,72.58,34.04,4.16
515,bajil,76,ES,1525825821,90,38.23,-2.07,55.73,1.14
516,klisura,0,BG,1525824000,93,42.69,24.45,57.2,1.92
517,okhotsk,0,RU,1525825821,72,59.36,143.24,47.72,2.15
518,zhanaozen,48,KZ,1525825821,23,43.35,52.85,66.89,15.35
519,kabalo,36,CD,1525825822,89,-6.05,26.92,72.2,2.71
520,vitoria,8,BR,1525825822,85,-8.36,-72.77,78.59,1.59
521,benguela,0,AO,1525825823,100,-12.58,13.4,77.96,3.49
522,ust-nera,24,RU,1525825823,89,64.57,143.24,36.29,4.5
523,fairbanks,1,US,1525823880,19,64.84,-147.72,62.6,6.17
524,poanas,20,MX,1525822800,11,25.77,-103.61,91.4,11.41
525,dabwali,24,IN,1525825824,74,29.95,74.74,68.96,3.6
526,mulchen,20,CL,1525825824,90,-37.72,-72.23,43.4,2.37
527,kaitangata,0,NZ,1525825825,68,-46.28,169.85,56.36,20.83
528,athabasca,12,CA,1525825825,32,54.72,-113.29,70.31,16.91
529,onalaska,1,US,1525824900,27,43.88,-91.23,78.8,5.82
530,broken hill,20,AU,1525825826,51,-31.97,141.45,62.21,5.39
